"id_reserva","codigo_reserva","fecha_reserva","fecha_checkin_programado","fecha_checkout_programado","adultos","ninos","infantes","monto_total_reserva","nombre_propiedad","tipo_propiedad","nombre_ciudad","nombre_pais","nombres","apellidos","email","telefono","nombre_segmento","nombre_motivo","tipo_habitacion","numero_habitacion","nombre_canal","nombre_estado","total_factura","monto_pago","nombre_metodo","total_servicio","nombre_servicio"
89,"RES000089","2025-04-06 10:00:00","2025-07-05","2025-07-11",3,0,0,880.95,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60000851","Turista","Vacaciones","Doble","123","Call Center","Completada",880.95,880.95,"Transferencia",22.60,"Lavandería"
89,"RES000089","2025-04-06 10:00:00","2025-07-05","2025-07-11",3,0,0,880.95,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60000851","Turista","Vacaciones","Doble","123","Call Center","Completada",880.95,880.95,"Transferencia",54.92,"Restaurante"
89,"RES000089","2025-04-06 10:00:00","2025-07-05","2025-07-11",3,0,0,880.95,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60000851","Turista","Vacaciones","Doble","123","Call Center","Completada",880.95,880.95,"Transferencia",186.45,"Spa"
373,"RES000373","2025-04-30 10:00:00","2025-05-14","2025-05-16",2,0,0,507.37,"Hotel Central San José","Urbano","San José","Costa Rica","Camila","Rivera","camila.rivera@mail.com","60007807","Turista","Vacaciones","Doble","114","Expedia","Completada",507.37,507.37,"Tarjeta Crédito",206.79,"Spa"
373,"RES000373","2025-04-30 10:00:00","2025-05-14","2025-05-16",2,0,0,507.37,"Hotel Central San José","Urbano","San José","Costa Rica","Camila","Rivera","camila.rivera@mail.com","60007807","Turista","Vacaciones","Doble","114","Expedia","Completada",507.37,507.37,"Tarjeta Crédito",94.92,"Tour"
252,"RES000252","2026-04-05 10:00:00","2026-06-17","2026-06-18",1,2,1,158.31,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Jose","Martinez","jose.martinez@mail.com","60009768","Turista","Vacaciones","Doble","423","Convenio Empresa","Completada",158.31,158.31,"Convenio Empresa",47.46,"Restaurante"
31,"RES000031","2025-02-21 10:00:00","2025-03-25","2025-03-27",1,0,0,432.79,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Elena","Navarro","elena.navarro@mail.com","60008029","Familiar","Visita Familiar","Sencilla","308","Web Directa","Completada",432.79,432.79,"Tarjeta Débito",186.45,"Spa"
31,"RES000031","2025-02-21 10:00:00","2025-03-25","2025-03-27",1,0,0,432.79,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Elena","Navarro","elena.navarro@mail.com","60008029","Familiar","Visita Familiar","Sencilla","308","Web Directa","Completada",432.79,432.79,"Tarjeta Débito",88.14,"Tour"
497,"RES000497","2025-11-30 10:00:00","2026-01-17","2026-01-23",3,0,0,676.87,"Hotel Central San José","Urbano","San José","Costa Rica","Lucia","Silva","lucia.silva@mail.com","60006623","Grupo","Evento","Sencilla","105","Convenio Empresa","Completada",676.87,676.87,"Tarjeta Crédito",22.60,"Lavandería"
497,"RES000497","2025-11-30 10:00:00","2026-01-17","2026-01-23",3,0,0,676.87,"Hotel Central San José","Urbano","San José","Costa Rica","Lucia","Silva","lucia.silva@mail.com","60006623","Grupo","Evento","Sencilla","105","Convenio Empresa","Completada",676.87,676.87,"Tarjeta Crédito",61.02,"Restaurante"
497,"RES000497","2025-11-30 10:00:00","2026-01-17","2026-01-23",3,0,0,676.87,"Hotel Central San José","Urbano","San José","Costa Rica","Lucia","Silva","lucia.silva@mail.com","60006623","Grupo","Evento","Sencilla","105","Convenio Empresa","Completada",676.87,676.87,"Tarjeta Crédito",186.45,"Spa"
155,"RES000155","2025-09-23 10:00:00","2025-11-28","2025-12-04",2,0,0,1622.68,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Laura","Hernandez","laura.hernandez@mail.com","60006845","Corporativo","Negocios","Familiar","339","Booking","Completada",1622.68,1622.68,"Tarjeta Débito",15.82,"Lavandería"
155,"RES000155","2025-09-23 10:00:00","2025-11-28","2025-12-04",2,0,0,1622.68,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Laura","Hernandez","laura.hernandez@mail.com","60006845","Corporativo","Negocios","Familiar","339","Booking","Completada",1622.68,1622.68,"Tarjeta Débito",47.46,"Restaurante"
155,"RES000155","2025-09-23 10:00:00","2025-11-28","2025-12-04",2,0,0,1622.68,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Laura","Hernandez","laura.hernandez@mail.com","60006845","Corporativo","Negocios","Familiar","339","Booking","Completada",1622.68,1622.68,"Tarjeta Débito",206.79,"Spa"
609,"RES000609","2026-06-20 10:00:00","2026-08-29","2026-09-02",3,0,0,768.40,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60002331","Turista","Vacaciones","Suite","133","Convenio Empresa","Completada",768.40,768.40,"Convenio Empresa",76.84,"Traslado"
416,"RES000416","2025-07-03 10:00:00","2025-08-29","2025-09-01",3,1,0,598.90,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Fernando","Morales","fernando.morales@mail.com","60007844","Turista","Vacaciones","Doble","424","Web Directa","Completada",598.90,598.90,"Tarjeta Crédito",88.14,"Tour"
416,"RES000416","2025-07-03 10:00:00","2025-08-29","2025-09-01",3,1,0,598.90,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Fernando","Morales","fernando.morales@mail.com","60007844","Turista","Vacaciones","Doble","424","Web Directa","Completada",598.90,598.90,"Tarjeta Crédito",76.84,"Traslado"
416,"RES000416","2025-07-03 10:00:00","2025-08-29","2025-09-01",3,1,0,598.90,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Fernando","Morales","fernando.morales@mail.com","60007844","Turista","Vacaciones","Doble","424","Web Directa","Completada",598.90,598.90,"Tarjeta Crédito",64.41,"Estacionamiento"
195,"RES000195","2026-01-31 10:00:00","2026-02-16","2026-02-20",2,0,0,325.89,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Laura","Hernandez","laura.hernandez@mail.com","60006105","Corporativo","Negocios","Sencilla","309","Walk In","Completada",325.89,325.89,"Convenio Empresa",56.95,"Traslado"
365,"RES000365","2025-04-22 10:00:00","2025-04-28","2025-05-04",2,0,0,608.73,"Hotel Central San José","Urbano","San José","Costa Rica","Paula","Vargas","paula.vargas@mail.com","60005735","Corporativo","Negocios","Doble","112","Booking","Confirmada",608.73,243.49,"Convenio Empresa",22.60,"Lavandería"
199,"RES000199","2026-02-04 10:00:00","2026-02-24","2026-02-26",3,0,0,432.79,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Gabriela","Ortiz","gabriela.ortiz@mail.com","60007141","Turista","Vacaciones","Sencilla","310","Web Directa","Completada",432.79,432.79,"Transferencia",186.45,"Spa"
199,"RES000199","2026-02-04 10:00:00","2026-02-24","2026-02-26",3,0,0,432.79,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Gabriela","Ortiz","gabriela.ortiz@mail.com","60007141","Turista","Vacaciones","Sencilla","310","Web Directa","Completada",432.79,432.79,"Transferencia",88.14,"Tour"
369,"RES000369","2025-04-26 10:00:00","2025-05-06","2025-05-10",3,0,0,447.03,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60006771","Turista","Vacaciones","Doble","113","Call Center","Completada",447.03,447.03,"Tarjeta Débito",76.84,"Traslado"
740,"RES000740","2025-09-05 10:00:00","2025-09-26","2025-09-29",1,1,0,572.74,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Carlos","Rodriguez","carlos.rodriguez@mail.com","60002960","Turista","Vacaciones","Doble","425","Call Center","Completada",572.74,572.74,"Tarjeta Crédito",88.14,"Tour"
740,"RES000740","2025-09-05 10:00:00","2025-09-26","2025-09-29",1,1,0,572.74,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Carlos","Rodriguez","carlos.rodriguez@mail.com","60002960","Turista","Vacaciones","Doble","425","Call Center","Completada",572.74,572.74,"Tarjeta Crédito",69.16,"Traslado"
740,"RES000740","2025-09-05 10:00:00","2025-09-26","2025-09-29",1,1,0,572.74,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Carlos","Rodriguez","carlos.rodriguez@mail.com","60002960","Turista","Vacaciones","Doble","425","Call Center","Completada",572.74,572.74,"Tarjeta Crédito",64.41,"Estacionamiento"
892,"RES000892","2026-05-05 10:00:00","2026-07-27","2026-08-01",1,1,0,682.52,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Jose","Martinez","jose.martinez@mail.com","60009028","Turista","Vacaciones","Doble","423","Web Directa","Completada",682.52,682.52,"Tarjeta Crédito",44.07,"Estacionamiento"
892,"RES000892","2026-05-05 10:00:00","2026-07-27","2026-08-01",1,1,0,682.52,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Jose","Martinez","jose.martinez@mail.com","60009028","Turista","Vacaciones","Doble","423","Web Directa","Completada",682.52,682.52,"Tarjeta Crédito",22.60,"Lavandería"
856,"RES000856","2026-03-30 10:00:00","2026-05-16","2026-05-21",3,1,0,682.52,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Fernando","Morales","fernando.morales@mail.com","60000804","Turista","Vacaciones","Doble","414","Expedia","Completada",682.52,682.52,"Transferencia",44.07,"Estacionamiento"
856,"RES000856","2026-03-30 10:00:00","2026-05-16","2026-05-21",3,1,0,682.52,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Fernando","Morales","fernando.morales@mail.com","60000804","Turista","Vacaciones","Doble","414","Expedia","Completada",682.52,682.52,"Transferencia",22.60,"Lavandería"
230,"RES000230","2026-02-28 10:00:00","2026-04-20","2026-04-23",1,0,0,505.17,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Jorge","Flores","jorge.flores@mail.com","60004070","Turista","Vacaciones","Doble","218","Walk In","Completada",505.17,505.17,"Tarjeta Crédito",85.43,"Tour"
230,"RES000230","2026-02-28 10:00:00","2026-04-20","2026-04-23",1,0,0,505.17,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Jorge","Flores","jorge.flores@mail.com","60004070","Turista","Vacaciones","Doble","218","Walk In","Completada",505.17,505.17,"Tarjeta Crédito",63.28,"Traslado"
230,"RES000230","2026-02-28 10:00:00","2026-04-20","2026-04-23",1,0,0,505.17,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Jorge","Flores","jorge.flores@mail.com","60004070","Turista","Vacaciones","Doble","218","Walk In","Completada",505.17,505.17,"Tarjeta Crédito",44.07,"Estacionamiento"
78,"RES000078","2025-04-02 10:00:00","2025-06-20","2025-06-21",3,2,0,170.63,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Andres","Perez","andres.perez@mail.com","60009102","Corporativo","Negocios","Doble","220","Booking","Completada",170.63,170.63,"Tarjeta Crédito",61.02,"Restaurante"
573,"RES000573","2026-05-15 10:00:00","2026-06-18","2026-06-22",2,0,0,480.48,"Hotel Central San José","Urbano","San José","Costa Rica","Camila","Rivera","camila.rivera@mail.com","60004107","Turista","Vacaciones","Doble","124","Walk In","Completada",480.48,480.48,"Tarjeta Crédito",69.16,"Traslado"
852,"RES000852","2026-03-26 10:00:00","2026-05-08","2026-05-09",1,2,1,170.63,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Jose","Martinez","jose.martinez@mail.com","60009768","Turista","Vacaciones","Doble","413","Call Center","Completada",170.63,170.63,"Convenio Empresa",47.46,"Restaurante"
250,"RES000250","2026-03-20 10:00:00","2026-05-30","2026-06-04",1,0,0,599.30,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Jorge","Flores","jorge.flores@mail.com","60009250","Turista","Vacaciones","Doble","223","Call Center","Completada",599.30,599.30,"Tarjeta Débito",64.41,"Estacionamiento"
250,"RES000250","2026-03-20 10:00:00","2026-05-30","2026-06-04",1,0,0,599.30,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Jorge","Flores","jorge.flores@mail.com","60009250","Turista","Vacaciones","Doble","223","Call Center","Completada",599.30,599.30,"Tarjeta Débito",14.24,"Lavandería"
611,"RES000611","2024-10-24 10:00:00","2025-01-04","2025-01-10",1,0,0,1415.89,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Elena","Navarro","elena.navarro@mail.com","60002849","Familiar","Visita Familiar","Suite","333","Expedia","Completada",1415.89,1415.89,"Tarjeta Crédito",15.82,"Lavandería"
611,"RES000611","2024-10-24 10:00:00","2025-01-04","2025-01-10",1,0,0,1415.89,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Elena","Navarro","elena.navarro@mail.com","60002849","Familiar","Visita Familiar","Suite","333","Expedia","Completada",1415.89,1415.89,"Tarjeta Crédito",47.46,"Restaurante"
611,"RES000611","2024-10-24 10:00:00","2025-01-04","2025-01-10",1,0,0,1415.89,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Elena","Navarro","elena.navarro@mail.com","60002849","Familiar","Visita Familiar","Suite","333","Expedia","Completada",1415.89,1415.89,"Tarjeta Crédito",206.79,"Spa"
865,"RES000865","2026-03-18 10:00:00","2026-05-13","2026-05-15",2,0,0,402.17,"Hotel Central San José","Urbano","San José","Costa Rica","Paula","Vargas","paula.vargas@mail.com","60002035","Corporativo","Negocios","Doble","117","Agencia Mayorista","Confirmada",402.17,160.87,"Convenio Empresa",206.79,"Spa"
106,"RES000106","2025-07-29 10:00:00","2025-08-15","2025-08-20",3,0,0,974.06,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Luis","Fernandez","luis.fernandez@mail.com","60005254","Turista","Vacaciones","Suite","227","Booking","Confirmada",974.06,389.62,"Tarjeta Débito",64.41,"Estacionamiento"
178,"RES000178","2025-10-09 10:00:00","2026-01-06","2026-01-11",3,0,0,447.48,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Andres","Perez","andres.perez@mail.com","60001702","Corporativo","Negocios","Sencilla","205","Web Directa","Completada",447.48,447.48,"Tarjeta Crédito",64.41,"Estacionamiento"
178,"RES000178","2025-10-09 10:00:00","2026-01-06","2026-01-11",3,0,0,447.48,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Andres","Perez","andres.perez@mail.com","60001702","Corporativo","Negocios","Sencilla","205","Web Directa","Completada",447.48,447.48,"Tarjeta Crédito",15.82,"Lavandería"
795,"RES000795","2025-10-23 10:00:00","2026-01-07","2026-01-11",2,0,0,870.10,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Laura","Hernandez","laura.hernandez@mail.com","60006105","Corporativo","Negocios","Familiar","339","Agencia Mayorista","Completada",870.10,870.10,"Convenio Empresa",63.28,"Traslado"
809,"RES000809","2025-10-23 10:00:00","2026-01-21","2026-01-27",3,0,0,658.23,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60009731","Turista","Vacaciones","Sencilla","103","Agencia Mayorista","Completada",658.23,658.23,"Convenio Empresa",22.60,"Lavandería"
809,"RES000809","2025-10-23 10:00:00","2026-01-21","2026-01-27",3,0,0,658.23,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60009731","Turista","Vacaciones","Sencilla","103","Agencia Mayorista","Completada",658.23,658.23,"Convenio Empresa",61.02,"Restaurante"
809,"RES000809","2025-10-23 10:00:00","2026-01-21","2026-01-27",3,0,0,658.23,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60009731","Turista","Vacaciones","Sencilla","103","Agencia Mayorista","Completada",658.23,658.23,"Convenio Empresa",167.81,"Spa"
8,"RES000008","2025-02-05 10:00:00","2025-02-14","2025-02-17",3,1,0,483.64,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Ricardo","Rojas","ricardo.rojas@mail.com","60002072","Corporativo","Negocios","Sencilla","402","Booking","Completada",483.64,483.64,"Transferencia",88.14,"Tour"
8,"RES000008","2025-02-05 10:00:00","2025-02-14","2025-02-17",3,1,0,483.64,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Ricardo","Rojas","ricardo.rojas@mail.com","60002072","Corporativo","Negocios","Sencilla","402","Booking","Completada",483.64,483.64,"Transferencia",76.84,"Traslado"
8,"RES000008","2025-02-05 10:00:00","2025-02-14","2025-02-17",3,1,0,483.64,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Ricardo","Rojas","ricardo.rojas@mail.com","60002072","Corporativo","Negocios","Sencilla","402","Booking","Completada",483.64,483.64,"Transferencia",64.41,"Estacionamiento"
585,"RES000585","2026-05-27 10:00:00","2026-07-12","2026-07-16",2,0,0,664.67,"Hotel Central San José","Urbano","San José","Costa Rica","Paula","Vargas","paula.vargas@mail.com","60007215","Corporativo","Negocios","Suite","127","Agencia Mayorista","Confirmada",664.67,265.87,"Efectivo",76.84,"Traslado"
708,"RES000708","2025-05-06 10:00:00","2025-07-24","2025-07-25",3,2,1,170.63,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Ricardo","Rojas","ricardo.rojas@mail.com","60005772","Corporativo","Negocios","Doble","417","Booking","Completada",170.63,170.63,"Transferencia",47.46,"Restaurante"
455,"RES000455","2025-11-02 10:00:00","2025-11-08","2025-11-14",2,0,0,1358.60,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Laura","Hernandez","laura.hernandez@mail.com","60006845","Corporativo","Negocios","Suite","334","Convenio Empresa","Completada",1358.60,1358.60,"Tarjeta Débito",15.82,"Lavandería"
455,"RES000455","2025-11-02 10:00:00","2025-11-08","2025-11-14",2,0,0,1358.60,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Laura","Hernandez","laura.hernandez@mail.com","60006845","Corporativo","Negocios","Suite","334","Convenio Empresa","Completada",1358.60,1358.60,"Tarjeta Débito",47.46,"Restaurante"
455,"RES000455","2025-11-02 10:00:00","2025-11-08","2025-11-14",2,0,0,1358.60,"Ecohotel Arenal","Ecohotel","La Fortuna","Costa Rica","Laura","Hernandez","laura.hernandez@mail.com","60006845","Corporativo","Negocios","Suite","334","Convenio Empresa","Completada",1358.60,1358.60,"Tarjeta Débito",206.79,"Spa"
370,"RES000370","2025-05-04 10:00:00","2025-05-15","2025-05-20",1,0,0,594.44,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Jorge","Flores","jorge.flores@mail.com","60007030","Turista","Vacaciones","Doble","213","Walk In","Completada",594.44,594.44,"Transferencia",57.97,"Estacionamiento"
370,"RES000370","2025-05-04 10:00:00","2025-05-15","2025-05-20",1,0,0,594.44,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Jorge","Flores","jorge.flores@mail.com","60007030","Turista","Vacaciones","Doble","213","Walk In","Completada",594.44,594.44,"Transferencia",15.82,"Lavandería"
713,"RES000713","2025-04-20 10:00:00","2025-07-13","2025-07-19",2,0,0,884.79,"Hotel Central San José","Urbano","San José","Costa Rica","Camila","Rivera","camila.rivera@mail.com","60007067","Turista","Vacaciones","Doble","119","Walk In","Completada",884.79,884.79,"Transferencia",20.34,"Lavandería"
713,"RES000713","2025-04-20 10:00:00","2025-07-13","2025-07-19",2,0,0,884.79,"Hotel Central San José","Urbano","San José","Costa Rica","Camila","Rivera","camila.rivera@mail.com","60007067","Turista","Vacaciones","Doble","119","Walk In","Completada",884.79,884.79,"Transferencia",61.02,"Restaurante"
713,"RES000713","2025-04-20 10:00:00","2025-07-13","2025-07-19",2,0,0,884.79,"Hotel Central San José","Urbano","San José","Costa Rica","Camila","Rivera","camila.rivera@mail.com","60007067","Turista","Vacaciones","Doble","119","Walk In","Completada",884.79,884.79,"Transferencia",186.45,"Spa"
448,"RES000448","2025-08-04 10:00:00","2025-11-01","2025-11-06",3,1,0,1066.72,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Ricardo","Rojas","ricardo.rojas@mail.com","60005032","Corporativo","Negocios","Suite","432","Convenio Empresa","Completada",1066.72,1066.72,"Efectivo",44.07,"Estacionamiento"
448,"RES000448","2025-08-04 10:00:00","2025-11-01","2025-11-06",3,1,0,1066.72,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Ricardo","Rojas","ricardo.rojas@mail.com","60005032","Corporativo","Negocios","Suite","432","Convenio Empresa","Completada",1066.72,1066.72,"Efectivo",22.60,"Lavandería"
396,"RES000396","2025-06-13 10:00:00","2025-07-20","2025-07-21",3,2,1,158.31,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Fernando","Morales","fernando.morales@mail.com","60002664","Turista","Vacaciones","Doble","419","Agencia Mayorista","Completada",158.31,158.31,"Efectivo",47.46,"Restaurante"
132,"RES000132","2025-09-07 10:00:00","2025-10-20","2025-10-21",1,2,1,242.72,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Jose","Martinez","jose.martinez@mail.com","60000888","Turista","Vacaciones","Suite","433","Walk In","Completada",242.72,242.72,"Transferencia",42.71,"Restaurante"
514,"RES000514","2025-12-24 10:00:00","2026-02-27","2026-03-04",2,0,0,447.48,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Miguel","Mendoza","miguel.mendoza@mail.com","60001026","Familiar","Visita Familiar","Sencilla","209","Web Directa","Completada",447.48,447.48,"Convenio Empresa",64.41,"Estacionamiento"
514,"RES000514","2025-12-24 10:00:00","2026-02-27","2026-03-04",2,0,0,447.48,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Miguel","Mendoza","miguel.mendoza@mail.com","60001026","Familiar","Visita Familiar","Sencilla","209","Web Directa","Completada",447.48,447.48,"Convenio Empresa",15.82,"Lavandería"
854,"RES000854","2026-03-14 10:00:00","2026-04-28","2026-05-01",2,0,0,531.10,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Miguel","Mendoza","miguel.mendoza@mail.com","60000286","Familiar","Visita Familiar","Doble","214","Convenio Empresa","Completada",531.10,531.10,"Tarjeta Crédito",94.92,"Tour"
854,"RES000854","2026-03-14 10:00:00","2026-04-28","2026-05-01",2,0,0,531.10,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Miguel","Mendoza","miguel.mendoza@mail.com","60000286","Familiar","Visita Familiar","Doble","214","Convenio Empresa","Completada",531.10,531.10,"Tarjeta Crédito",63.28,"Traslado"
854,"RES000854","2026-03-14 10:00:00","2026-04-28","2026-05-01",2,0,0,531.10,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Miguel","Mendoza","miguel.mendoza@mail.com","60000286","Familiar","Visita Familiar","Doble","214","Convenio Empresa","Completada",531.10,531.10,"Tarjeta Crédito",44.07,"Estacionamiento"
389,"RES000389","2025-05-16 10:00:00","2025-06-15","2025-06-21",3,0,0,868.41,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60000851","Turista","Vacaciones","Doble","118","Agencia Mayorista","Completada",868.41,868.41,"Transferencia",22.60,"Lavandería"
389,"RES000389","2025-05-16 10:00:00","2025-06-15","2025-06-21",3,0,0,868.41,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60000851","Turista","Vacaciones","Doble","118","Agencia Mayorista","Completada",868.41,868.41,"Transferencia",61.02,"Restaurante"
389,"RES000389","2025-05-16 10:00:00","2025-06-15","2025-06-21",3,0,0,868.41,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60000851","Turista","Vacaciones","Doble","118","Agencia Mayorista","Completada",868.41,868.41,"Transferencia",167.81,"Spa"
114,"RES000114","2025-08-06 10:00:00","2025-08-31","2025-09-01",2,2,0,242.95,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Miguel","Mendoza","miguel.mendoza@mail.com","60007326","Familiar","Visita Familiar","Suite","229","Expedia","Completada",242.95,242.95,"Convenio Empresa",61.02,"Restaurante"
60,"RES000060","2025-03-29 10:00:00","2025-05-29","2025-05-30",1,2,1,152.15,"Boutique Manuel Antonio","Boutique","Manuel Antonio","Costa Rica","Carlos","Rodriguez","carlos.rodriguez@mail.com","60004440","Turista","Vacaciones","Doble","415","Agencia Mayorista","Completada",152.15,152.15,"Tarjeta Débito",47.46,"Restaurante"
754,"RES000754","2025-09-05 10:00:00","2025-10-10","2025-10-15",2,0,0,988.30,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Miguel","Mendoza","miguel.mendoza@mail.com","60006586","Familiar","Visita Familiar","Suite","229","Call Center","Completada",988.30,988.30,"Tarjeta Crédito",64.41,"Estacionamiento"
754,"RES000754","2025-09-05 10:00:00","2025-10-10","2025-10-15",2,0,0,988.30,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Miguel","Mendoza","miguel.mendoza@mail.com","60006586","Familiar","Visita Familiar","Suite","229","Call Center","Completada",988.30,988.30,"Tarjeta Crédito",14.24,"Lavandería"
518,"RES000518","2025-12-28 10:00:00","2026-03-07","2026-03-10",3,0,0,422.62,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Andres","Perez","andres.perez@mail.com","60000962","Corporativo","Negocios","Sencilla","210","Convenio Empresa","Completada",422.62,422.62,"Transferencia",94.92,"Tour"
518,"RES000518","2025-12-28 10:00:00","2026-03-07","2026-03-10",3,0,0,422.62,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Andres","Perez","andres.perez@mail.com","60000962","Corporativo","Negocios","Sencilla","210","Convenio Empresa","Completada",422.62,422.62,"Transferencia",63.28,"Traslado"
518,"RES000518","2025-12-28 10:00:00","2026-03-07","2026-03-10",3,0,0,422.62,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Andres","Perez","andres.perez@mail.com","60000962","Corporativo","Negocios","Sencilla","210","Convenio Empresa","Completada",422.62,422.62,"Transferencia",44.07,"Estacionamiento"
289,"RES000289","2026-07-20 10:00:00","2026-08-09","2026-08-11",3,0,0,647.49,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60008251","Turista","Vacaciones","Suite","133","Expedia","Completada",647.49,647.49,"Transferencia",206.79,"Spa"
289,"RES000289","2026-07-20 10:00:00","2026-08-09","2026-08-11",3,0,0,647.49,"Hotel Central San José","Urbano","San José","Costa Rica","Maria","Lopez","maria.lopez@mail.com","60008251","Turista","Vacaciones","Suite","133","Expedia","Completada",647.49,647.49,"Transferencia",94.92,"Tour"
65,"RES000065","2025-03-13 10:00:00","2025-05-18","2025-05-24",2,0,0,608.73,"Hotel Central San José","Urbano","San José","Costa Rica","Paula","Vargas","paula.vargas@mail.com","60005735","Corporativo","Negocios","Doble","117","Expedia","Confirmada",608.73,243.49,"Convenio Empresa",22.60,"Lavandería"
693,"RES000693","2025-03-31 10:00:00","2025-06-03","2025-06-07",2,0,0,447.03,"Hotel Central San José","Urbano","San José","Costa Rica","Camila","Rivera","camila.rivera@mail.com","60001887","Turista","Vacaciones","Doble","114","Convenio Empresa","Completada",447.03,447.03,"Tarjeta Débito",76.84,"Traslado"
98,"RES000098","2025-07-21 10:00:00","2025-07-30","2025-08-02",3,0,0,531.10,"Resort Pacífico Jacó","Resort","Jacó","Costa Rica","Andres","Perez","andres.perez@mail.com","60003182","Corporativo","Negocios","Doble","225","Convenio Empresa","Completada",531.10,531.10,"Tarjeta Débito",94.92,"Tour"
